age,genre,region,zone_urbaine,profession_type,profession_detail,revenu_mensuel,anciennete_emploi,montant_credit,duree_credit,historique_credit_mois,defaut_anterieur,mobile_money,garantie,education,situation_matrimoniale,personnes_charge,defaut_paiement
21,M,Matam,0,Fonctionnaire,Santé,163761,1,2008451,12,15,0,1,Salaire,Secondaire,Marié(e),1,1
39,F,Kédougou,1,Commerçant,Vêtements,664967,18,12572985,6,18,0,0,Stock,Secondaire,Marié(e),2,0
36,M,Dakar,1,Fonctionnaire,Enseignant,606494,13,5787842,18,34,0,1,Salaire,Supérieur,Marié(e),2,0
39,F,Sédhiou,0,Fonctionnaire,Administration,558029,14,6212112,18,51,0,0,Salaire,Secondaire,Célibataire,1,0
37,M,Kolda,0,Commerçant,Restauration,587566,16,4049523,24,39,0,1,Stock,Supérieur,Marié(e),0,0
41,F,Dakar,1,Fonctionnaire,Collectivités locales,343091,19,5026174,24,20,0,0,Salaire,Supérieur,Marié(e),1,0
52,M,Dakar,1,Fonctionnaire,Impôts,371937,31,2337422,36,10,0,1,Salaire,Primaire,Célibataire,4,0
41,F,Dakar,1,Commerçant,Alimentaire,598197,19,10751611,18,17,0,0,Véhicule,Primaire,Marié(e),0,0
22,M,Kaffrine,0,Commerçant,Commerce général,616855,1,11536202,18,0,0,1,Stock,Primaire,Marié(e),0,1
51,M,Dakar,1,Commerçant,Alimentaire,1531384,28,22899266,18,6,0,1,Caution,Secondaire,Divorcé(e),4,0
54,M,Dakar,1,Commerçant,Vêtements,417939,33,6941370,12,10,0,1,Caution,Primaire,Divorcé(e),2,0
65,F,Ziguinchor,0,Commerçant,Électronique,601935,43,6164670,24,9,0,1,Véhicule,Secondaire,Marié(e),4,0
21,M,Kaolack,1,Commerçant,Commerce général,335572,1,6225478,36,2,0,1,Caution,Primaire,Célibataire,3,1
37,M,Fatick,1,Commerçant,Vêtements,459445,12,7060581,12,1,0,1,Caution,Secondaire,Marié(e),2,0
18,M,Ziguinchor,1,Commerçant,Commerce général,673886,0,5311159,48,0,0,1,Stock,Primaire,Marié(e),3,0
41,F,Dakar,1,Commerçant,Transport,2331826,20,6130400,24,1,0,1,Immobilier,Secondaire,Marié(e),2,0
28,M,Louga,1,Commerçant,Alimentaire,546238,1,6409610,24,8,0,1,Véhicule,Supérieur,Marié(e),2,0
58,M,Dakar,1,Commerçant,Alimentaire,791751,33,13564045,48,15,0,1,Stock,Secondaire,Marié(e),3,0
25,M,Kaolack,0,Fonctionnaire,Impôts,546545,2,7284361,18,5,0,1,Immobilier,Secondaire,Marié(e),2,1
18,M,Tambacounda,0,Commerçant,Commerce général,1184119,0,20168077,6,0,0,1,Immobilier,Supérieur,Marié(e),1,0
29,M,Dakar,1,Commerçant,Alimentaire,660493,8,3874079,24,13,0,1,Immobilier,Primaire,Marié(e),6,0
18,M,Sédhiou,1,Commerçant,Restauration,1078125,0,10426193,36,0,1,1,Stock,Primaire,Célibataire,2,1
44,F,Diourbel,1,Commerçant,Bétail/Volaille,865391,23,11292370,12,59,0,1,Véhicule,Supérieur,Marié(e),0,0
18,F,Dakar,1,Commerçant,Transport,1115807,0,15639169,6,0,0,1,Caution,Supérieur,Marié(e),4,0
35,M,Matam,1,Fonctionnaire,Administration,301340,12,2113900,6,22,0,0,Immobilier,Primaire,Marié(e),4,0
18,M,Kaolack,1,Commerçant,Transport,320448,0,4636101,12,0,0,1,Stock,Secondaire,Marié(e),0,1
31,F,Kolda,0,Fonctionnaire,Administration,339711,9,3427943,36,3,0,1,Caution,Secondaire,Divorcé(e),2,0
54,M,Diourbel,1,Commerçant,Cosmétiques,384173,31,4687663,6,11,0,0,Stock,Supérieur,Marié(e),4,1
39,F,Kaffrine,0,Commerçant,Commerce général,883288,14,12308129,36,13,0,1,Stock,Secondaire,Marié(e),3,1
24,M,Dakar,1,Fonctionnaire,Enseignant,351687,3,3601420,36,10,0,1,Caution,Primaire,Marié(e),1,1
34,M,Thiès,0,Fonctionnaire,Justice,388842,13,1945180,36,34,0,1,Immobilier,Secondaire,Marié(e),6,0
35,M,Diourbel,1,Fonctionnaire,Collectivités locales,327918,14,4424596,6,43,0,1,Immobilier,Primaire,Marié(e),4,0
40,F,Dakar,1,Fonctionnaire,Santé,414753,19,2441583,24,3,0,0,Salaire,Secondaire,Célibataire,4,0
18,M,Kolda,1,Commerçant,Vente tissus,746707,0,11499883,48,0,0,1,Stock,Primaire,Célibataire,3,1
42,M,Saint-Louis,0,Fonctionnaire,Santé,493243,19,2524161,6,13,0,1,Salaire,Secondaire,Célibataire,4,0
18,M,Thiès,1,Commerçant,Commerce général,1041049,0,14467869,6,0,0,1,Véhicule,Secondaire,Marié(e),3,1
27,F,Dakar,1,Fonctionnaire,Douanes,308513,1,4241500,36,41,0,1,Salaire,Supérieur,Marié(e),2,0
29,F,Ziguinchor,1,Commerçant,Électronique,677327,7,1473043,24,132,0,1,Stock,Secondaire,Marié(e),1,0
42,M,Kaffrine,1,Commerçant,Artisanat,898686,21,17644978,24,4,0,1,Stock,Secondaire,Célibataire,5,0
35,M,Saint-Louis,0,Fonctionnaire,Police/Gendarmerie,302499,9,1015220,48,34,0,1,Immobilier,Supérieur,Marié(e),1,0
18,F,Kaolack,0,Commerçant,Transport,221054,0,487339,24,0,0,1,Stock,Secondaire,Marié(e),3,0
23,M,Dakar,1,Commerçant,Alimentaire,498627,1,8694101,12,24,0,1,Aucune,Primaire,Marié(e),3,1
37,M,Tambacounda,1,Commerçant,Bétail/Volaille,852402,16,12578616,18,7,0,1,Stock,Primaire,Marié(e),1,0
34,M,Dakar,1,Fonctionnaire,Police/Gendarmerie,552184,6,2357675,6,2,0,1,Véhicule,Primaire,Marié(e),3,1
28,F,Diourbel,0,Fonctionnaire,Impôts,228807,7,3260266,12,18,1,1,Salaire,Primaire,Marié(e),4,0
29,M,Tambacounda,0,Fonctionnaire,Collectivités locales,586525,8,6488835,18,22,0,1,Immobilier,Supérieur,Marié(e),3,0
43,F,Louga,1,Fonctionnaire,Police/Gendarmerie,587301,18,2544494,12,79,0,1,Salaire,Primaire,Marié(e),3,0
28,M,Saint-Louis,1,Commerçant,Artisanat,509846,5,8917188,36,26,0,1,Véhicule,Primaire,Divorcé(e),3,1
33,M,Fatick,1,Commerçant,Bétail/Volaille,652033,12,6948251,6,14,0,1,Stock,Secondaire,Divorcé(e),5,0
61,F,Kaolack,1,Commerçant,Transport,535818,37,3754158,18,122,0,1,Immobilier,Primaire,Célibataire,3,0
18,M,Matam,1,Commerçant,Bétail/Volaille,245598,0,4138507,24,0,0,1,Stock,Primaire,Marié(e),4,1
18,M,Saint-Louis,1,Commerçant,Cosmétiques,1205058,0,18427790,24,0,0,1,Stock,Secondaire,Marié(e),2,1
44,F,Thiès,0,Commerçant,Artisanat,1139307,23,15055700,24,23,0,1,Immobilier,Supérieur,Marié(e),0,0
26,F,Louga,1,Commerçant,Artisanat,291952,5,5305712,18,7,0,1,Caution,Primaire,Marié(e),6,1
31,F,Dakar,1,Fonctionnaire,Administration,442576,8,5901909,36,61,0,1,Salaire,Primaire,Marié(e),3,0
25,F,Dakar,1,Commerçant,Transport,2376932,1,14457094,12,13,0,1,Stock,Supérieur,Marié(e),4,0
31,F,Dakar,1,Fonctionnaire,Police/Gendarmerie,662760,10,8976576,24,3,0,1,Salaire,Primaire,Marié(e),3,1
54,M,Kaffrine,0,Fonctionnaire,Santé,164267,32,1230109,36,3,0,1,Immobilier,Secondaire,Marié(e),2,0
44,M,Dakar,1,Fonctionnaire,Justice,577492,23,4724630,6,25,0,1,Salaire,Primaire,Marié(e),6,1
45,F,Kédougou,1,Fonctionnaire,Santé,150185,24,2202911,36,10,0,1,Salaire,Supérieur,Marié(e),3,1
18,M,Diourbel,1,Commerçant,Transport,357775,0,5609102,24,0,0,0,Stock,Secondaire,Marié(e),2,0
21,F,Dakar,1,Fonctionnaire,Justice,422592,1,2898064,24,22,0,1,Salaire,Primaire,Divorcé(e),1,0
18,F,Saint-Louis,0,Fonctionnaire,Douanes,381913,0,4115154,12,0,0,0,Salaire,Supérieur,Marié(e),3,0
25,M,Dakar,1,Commerçant,Commerce général,997459,3,11678088,36,3,0,1,Caution,Secondaire,Marié(e),1,1
46,F,Tambacounda,1,Fonctionnaire,Police/Gendarmerie,378923,25,1666972,6,25,0,1,Salaire,Supérieur,Marié(e),1,0
41,M,Kolda,1,Commerçant,Transport,1017602,12,18296017,18,0,0,1,Stock,Supérieur,Célibataire,4,0
32,M,Diourbel,1,Commerçant,Cosmétiques,478616,8,8037813,24,57,0,1,Aucune,Secondaire,Marié(e),1,1
34,F,Dakar,1,Commerçant,Alimentaire,327581,10,5240898,36,4,0,1,Aucune,Secondaire,Célibataire,2,1
26,M,Tambacounda,1,Fonctionnaire,Santé,320269,1,3109760,12,14,0,1,Salaire,Primaire,Marié(e),1,0
37,M,Kaffrine,1,Fonctionnaire,Administration,320566,15,1811213,6,5,0,1,Salaire,Primaire,Marié(e),3,0
44,M,Ziguinchor,1,Fonctionnaire,Douanes,297313,21,4045464,36,5,0,1,Immobilier,Secondaire,Célibataire,3,0
18,F,Kaffrine,0,Fonctionnaire,Enseignant,313691,0,2269738,18,0,0,1,Salaire,Primaire,Marié(e),0,0
38,F,Dakar,1,Commerçant,Vente tissus,2138566,12,5051562,6,21,0,1,Véhicule,Supérieur,Célibataire,1,0
46,F,Louga,1,Commerçant,Bétail/Volaille,1040077,23,20460327,6,8,0,1,Caution,Supérieur,Célibataire,2,0
30,F,Thiès,0,Fonctionnaire,Enseignant,567249,9,7563633,24,6,0,1,Salaire,Primaire,Marié(e),6,0
43,M,Dakar,1,Commerçant,Vente tissus,529793,16,6997636,18,5,0,0,Immobilier,Secondaire,Célibataire,2,1
65,F,Kaffrine,0,Commerçant,Vente tissus,207007,42,460244,36,19,1,1,Caution,Secondaire,Marié(e),0,1
33,F,Matam,1,Commerçant,Cosmétiques,399121,10,2434194,6,31,0,1,Caution,Secondaire,Marié(e),1,0
39,M,Tambacounda,0,Commerçant,Commerce général,333435,18,3379996,36,7,0,1,Caution,Secondaire,Célibataire,1,0
26,M,Dakar,1,Fonctionnaire,Douanes,50000,1,526850,36,9,0,1,Salaire,Secondaire,Marié(e),2,0
37,F,Thiès,1,Commerçant,Bétail/Volaille,845996,7,12475717,18,30,0,1,Véhicule,Secondaire,Célibataire,1,0
40,F,Diourbel,1,Fonctionnaire,Collectivités locales,439947,17,5481419,6,32,0,1,Véhicule,Secondaire,Marié(e),4,0
37,F,Louga,0,Fonctionnaire,Santé,119267,15,1153065,36,5,0,1,Salaire,Primaire,Marié(e),1,0
22,F,Dakar,1,Commerçant,Vêtements,283160,1,3910808,6,11,0,1,Stock,Primaire,Marié(e),3,1
37,M,Kaffrine,0,Commerçant,Cosmétiques,193353,16,3210117,18,48,0,1,Caution,Primaire,Marié(e),2,0
52,F,Thiès,0,Commerçant,Vente tissus,1087160,29,16260808,18,32,0,0,Immobilier,Secondaire,Marié(e),4,0
40,M,Fatick,1,Fonctionnaire,Santé,77355,19,1118379,36,4,0,0,Caution,Primaire,Marié(e),3,0
46,M,Matam,0,Commerçant,Commerce général,1604590,18,28471245,18,11,0,1,Stock,Supérieur,Marié(e),5,0
32,F,Saint-Louis,1,Commerçant,Vêtements,1235770,11,6238788,18,86,0,1,Immobilier,Primaire,Marié(e),4,0
43,M,Thiès,0,Fonctionnaire,Impôts,553124,18,7947855,36,17,0,1,Salaire,Secondaire,Marié(e),3,0
38,F,Fatick,1,Commerçant,Vêtements,590061,16,3348695,48,30,0,1,Immobilier,Primaire,Marié(e),4,1
23,M,Diourbel,1,Fonctionnaire,Justice,466272,2,6945198,18,2,0,1,Immobilier,Supérieur,Célibataire,2,0
38,M,Kolda,1,Fonctionnaire,Administration,467841,15,5340851,18,42,0,1,Salaire,Primaire,Célibataire,0,0
23,M,Tambacounda,1,Commerçant,Transport,768116,1,10212538,36,22,0,1,Stock,Secondaire,Marié(e),3,0
27,M,Dakar,1,Fonctionnaire,Enseignant,389613,3,2685163,36,4,0,1,Véhicule,Supérieur,Marié(e),3,0
37,M,Kaffrine,1,Commerçant,Alimentaire,1290883,16,5674638,12,11,0,1,Stock,Primaire,Célibataire,0,1
38,M,Dakar,1,Fonctionnaire,Enseignant,321509,16,1451316,18,2,0,1,Salaire,Secondaire,Célibataire,0,0
20,F,Matam,1,Fonctionnaire,Collectivités locales,184568,1,2473008,12,24,0,1,Immobilier,Secondaire,Marié(e),4,0
47,M,Thiès,1,Commerçant,Cosmétiques,1115398,23,10913001,24,32,0,1,Immobilier,Secondaire,Célibataire,3,0
41,M,Ziguinchor,1,Commerçant,Vêtements,627853,17,7582790,36,16,1,1,Immobilier,Secondaire,Marié(e),4,1
26,M,Thiès,1,Fonctionnaire,Police/Gendarmerie,135794,5,1925835,12,14,0,1,Salaire,Secondaire,Marié(e),0,1
18,F,Thiès,1,Commerçant,Commerce général,716513,0,4726395,12,0,0,1,Immobilier,Primaire,Marié(e),1,1
33,M,Thiès,1,Fonctionnaire,Douanes,510304,11,6208996,18,0,0,1,Salaire,Secondaire,Marié(e),1,1
29,F,Ziguinchor,0,Commerçant,Bétail/Volaille,517043,7,5412595,36,11,0,1,Stock,Secondaire,Marié(e),5,0
36,F,Kaolack,1,Commerçant,Bétail/Volaille,1258528,14,7336694,24,3,0,1,Caution,Secondaire,Marié(e),6,0
30,M,Louga,1,Fonctionnaire,Police/Gendarmerie,446362,9,5907895,12,4,0,1,Salaire,Supérieur,Marié(e),4,0
18,M,Thiès,1,Commerçant,Restauration,174096,0,2478967,12,0,1,1,Stock,Secondaire,Marié(e),2,1
30,F,Kolda,1,Fonctionnaire,Enseignant,325345,9,1346622,24,7,0,1,Immobilier,Supérieur,Marié(e),3,0
31,F,Ziguinchor,0,Commerçant,Bétail/Volaille,305574,9,3590992,18,15,0,1,Caution,Supérieur,Marié(e),0,1
42,F,Dakar,1,Commerçant,Artisanat,286393,18,4963691,18,52,1,1,Stock,Secondaire,Marié(e),4,1
26,M,Saint-Louis,1,Fonctionnaire,Douanes,684658,1,2603903,24,12,0,1,Salaire,Supérieur,Marié(e),3,0
55,M,Diourbel,1,Commerçant,Restauration,2936801,34,27878894,18,18,0,1,Immobilier,Secondaire,Marié(e),3,0
18,M,Thiès,0,Fonctionnaire,Justice,519607,0,6579561,24,0,1,1,Salaire,Primaire,Célibataire,1,1
50,M,Thiès,1,Fonctionnaire,Police/Gendarmerie,684627,27,9105735,36,8,0,1,Véhicule,Secondaire,Marié(e),4,0
32,M,Kolda,1,Fonctionnaire,Administration,576445,11,7092782,36,16,0,0,Salaire,Supérieur,Divorcé(e),5,1
45,F,Dakar,1,Fonctionnaire,Police/Gendarmerie,475336,24,3169785,6,10,0,1,Salaire,Primaire,Marié(e),2,0
35,M,Kolda,1,Commerçant,Bétail/Volaille,515627,13,5736212,18,0,0,1,Caution,Supérieur,Marié(e),2,0
48,F,Matam,1,Fonctionnaire,Justice,416115,25,4949827,18,12,0,1,Salaire,Primaire,Marié(e),3,0
30,F,Kaolack,1,Commerçant,Vêtements,300555,4,1426608,12,40,0,1,Caution,Secondaire,Marié(e),3,0
21,M,Tambacounda,1,Commerçant,Alimentaire,392351,1,4986765,24,2,0,1,Caution,Secondaire,Marié(e),7,0
52,F,Dakar,1,Commerçant,Artisanat,893900,27,13378757,18,0,0,1,Immobilier,Secondaire,Célibataire,1,0
33,M,Kédougou,0,Commerçant,Vêtements,731967,12,12662921,24,3,0,1,Immobilier,Secondaire,Marié(e),5,0
37,F,Thiès,0,Fonctionnaire,Administration,394939,12,1714059,6,27,0,1,Salaire,Primaire,Marié(e),4,0
49,M,Tambacounda,1,Commerçant,Vente tissus,574719,26,4559903,12,37,0,1,Stock,Supérieur,Célibataire,3,0
22,M,Sédhiou,1,Commerçant,Bétail/Volaille,545328,1,6407479,6,1,0,0,Caution,Secondaire,Marié(e),5,0
42,F,Kaolack,1,Commerçant,Vente tissus,1013208,13,14812112,24,52,0,1,Stock,Primaire,Marié(e),0,1
27,M,Ziguinchor,1,Commerçant,Commerce général,231865,3,3510587,36,23,0,1,Caution,Primaire,Marié(e),2,1
33,F,Saint-Louis,1,Fonctionnaire,Administration,475808,9,2873456,18,17,0,0,Salaire,Primaire,Marié(e),3,0
35,M,Dakar,1,Commerçant,Cosmétiques,1117142,14,2513322,24,7,0,1,Caution,Secondaire,Célibataire,3,0
18,M,Fatick,0,Commerçant,Bétail/Volaille,166016,0,2405356,6,0,0,1,Caution,Supérieur,Célibataire,2,0
25,M,Dakar,1,Commerçant,Vêtements,123526,1,2268465,18,70,0,0,Caution,Supérieur,Marié(e),4,0
51,M,Kolda,0,Commerçant,Alimentaire,623252,29,10193477,18,58,0,1,Immobilier,Supérieur,Marié(e),4,0
45,M,Dakar,1,Commerçant,Électronique,1104055,23,14578372,6,23,0,1,Véhicule,Secondaire,Marié(e),0,0
34,F,Kédougou,0,Commerçant,Cosmétiques,329486,13,6456695,24,20,0,1,Caution,Secondaire,Marié(e),0,0
37,F,Dakar,1,Commerçant,Électronique,2216445,16,21712521,12,5,1,1,Immobilier,Secondaire,Marié(e),1,1
31,F,Diourbel,0,Commerçant,Artisanat,458596,7,5251334,24,73,0,1,Stock,Secondaire,Marié(e),5,1
51,F,Kaolack,1,Commerçant,Alimentaire,250301,30,555959,18,33,0,0,Stock,Supérieur,Marié(e),0,1
32,M,Diourbel,0,Fonctionnaire,Douanes,240049,4,3445043,48,11,0,1,Salaire,Primaire,Marié(e),1,0
37,F,Thiès,1,Commerçant,Restauration,507891,11,6348759,12,40,0,1,Caution,Secondaire,Divorcé(e),2,0
48,M,Diourbel,0,Fonctionnaire,Police/Gendarmerie,414193,26,3184978,6,5,0,0,Immobilier,Supérieur,Célibataire,5,0
25,F,Thiès,0,Fonctionnaire,Police/Gendarmerie,514512,3,1818682,48,5,0,1,Véhicule,Secondaire,Célibataire,0,0
53,M,Saint-Louis,1,Commerçant,Restauration,605570,31,5161602,12,37,0,1,Stock,Secondaire,Marié(e),6,0
18,F,Thiès,1,Fonctionnaire,Impôts,521154,0,1585963,24,0,0,0,Salaire,Supérieur,Marié(e),3,0
54,F,Kaolack,1,Fonctionnaire,Impôts,359189,33,2475538,12,19,0,0,Salaire,Supérieur,Marié(e),3,0
30,F,Dakar,1,Fonctionnaire,Enseignant,596495,8,8599942,24,20,0,1,Immobilier,Secondaire,Marié(e),1,0
32,F,Sédhiou,1,Commerçant,Restauration,394344,3,1883707,18,3,0,1,Caution,Secondaire,Marié(e),2,0
18,F,Diourbel,1,Commerçant,Électronique,516220,0,6100378,24,0,0,1,Véhicule,Primaire,Marié(e),0,1
29,F,Dakar,1,Commerçant,Bétail/Volaille,1056299,4,5660824,6,20,0,1,Stock,Primaire,Marié(e),0,0
22,M,Diourbel,1,Commerçant,Artisanat,636915,1,10254856,36,6,0,1,Stock,Supérieur,Marié(e),4,0
27,M,Kédougou,0,Fonctionnaire,Impôts,347395,1,3386675,18,16,0,1,Immobilier,Secondaire,Marié(e),3,0
33,M,Dakar,1,Fonctionnaire,Justice,542934,10,2946411,18,19,0,1,Immobilier,Supérieur,Célibataire,0,0
46,M,Kolda,0,Commerçant,Commerce général,761740,25,13400791,18,68,0,1,Stock,Supérieur,Marié(e),3,0
37,M,Kaolack,1,Fonctionnaire,Enseignant,54208,13,672628,48,6,0,1,Salaire,Secondaire,Célibataire,1,0
38,M,Dakar,1,Fonctionnaire,Administration,177453,10,2558094,36,13,0,1,Salaire,Supérieur,Marié(e),2,0
21,M,Kaffrine,0,Commerçant,Restauration,283443,1,570091,12,36,0,1,Stock,Supérieur,Célibataire,3,0
24,F,Thiès,0,Commerçant,Vêtements,800779,3,8190451,24,4,0,1,Immobilier,Primaire,Marié(e),2,0
56,F,Thiès,0,Commerçant,Vêtements,635274,35,12703665,18,36,0,1,Immobilier,Secondaire,Célibataire,5,0
26,M,Kaffrine,1,Fonctionnaire,Collectivités locales,293171,5,3733314,36,4,0,1,Salaire,Secondaire,Célibataire,2,0
54,M,Tambacounda,0,Fonctionnaire,Police/Gendarmerie,314850,33,4085315,6,45,0,1,Immobilier,Primaire,Marié(e),2,0
32,M,Louga,0,Commerçant,Électronique,498862,10,6575192,12,16,0,1,Stock,Primaire,Célibataire,0,0
35,M,Tambacounda,1,Commerçant,Alimentaire,213197,6,3162179,18,85,0,1,Caution,Secondaire,Célibataire,1,0
47,F,Ziguinchor,1,Fonctionnaire,Collectivités locales,687092,21,8701274,24,4,0,1,Salaire,Secondaire,Célibataire,6,0
50,M,Kaffrine,0,Fonctionnaire,Collectivités locales,351606,21,1444175,12,27,0,1,Véhicule,Primaire,Marié(e),3,0
33,M,Dakar,1,Commerçant,Vente tissus,1382167,12,19995050,12,28,0,0,Immobilier,Secondaire,Célibataire,1,1
30,F,Fatick,0,Commerçant,Cosmétiques,834529,9,13917728,24,30,0,1,Stock,Secondaire,Marié(e),2,1
34,F,Tambacounda,0,Fonctionnaire,Collectivités locales,270369,13,943693,6,2,0,1,Véhicule,Primaire,Marié(e),5,0
39,M,Dakar,1,Commerçant,Artisanat,1174004,11,8625357,12,8,0,1,Véhicule,Supérieur,Célibataire,4,0
45,F,Diourbel,1,Commerçant,Artisanat,501257,24,3925949,24,9,1,1,Stock,Supérieur,Marié(e),2,0
35,M,Dakar,1,Fonctionnaire,Justice,827800,12,10972479,36,9,0,0,Salaire,Supérieur,Marié(e),2,0
42,M,Ziguinchor,1,Commerçant,Électronique,1822780,21,29248920,24,26,0,1,Stock,Primaire,Marié(e),3,0
54,M,Kaolack,1,Fonctionnaire,Police/Gendarmerie,586178,33,6375891,18,1,0,1,Véhicule,Supérieur,Marié(e),2,0
39,M,Matam,0,Commerçant,Bétail/Volaille,659083,18,10864994,6,31,0,1,Stock,Supérieur,Marié(e),2,1
38,M,Dakar,1,Commerçant,Restauration,528018,14,5365578,36,17,0,1,Immobilier,Secondaire,Marié(e),3,0
18,M,Tambacounda,1,Commerçant,Alimentaire,260061,0,4615523,6,0,1,1,Caution,Supérieur,Célibataire,3,1
18,F,Dakar,1,Commerçant,Alimentaire,1125113,0,6993573,12,0,0,1,Véhicule,Secondaire,Marié(e),2,1
39,F,Tambacounda,1,Commerçant,Cosmétiques,948183,17,13921586,6,2,0,0,Véhicule,Primaire,Célibataire,1,0
33,M,Ziguinchor,1,Fonctionnaire,Administration,363790,9,2146729,24,14,0,0,Salaire,Supérieur,Marié(e),1,0
28,M,Ziguinchor,1,Commerçant,Vêtements,1501313,6,4079841,18,21,1,1,Immobilier,Secondaire,Marié(e),0,1
37,F,Kaffrine,0,Fonctionnaire,Collectivités locales,329326,8,2110918,36,20,0,1,Salaire,Secondaire,Marié(e),3,0
34,M,Kédougou,0,Commerçant,Commerce général,813780,12,8847678,6,78,0,0,Immobilier,Primaire,Marié(e),0,0
48,F,Dakar,1,Commerçant,Restauration,3596825,27,61800101,36,8,0,1,Immobilier,Secondaire,Célibataire,2,0
36,F,Thiès,1,Commerçant,Transport,326489,13,3643426,18,34,0,1,Stock,Secondaire,Marié(e),3,0
26,M,Kolda,0,Fonctionnaire,Douanes,484220,4,2493639,12,30,0,1,Salaire,Supérieur,Célibataire,1,0
46,M,Diourbel,1,Commerçant,Bétail/Volaille,553688,21,11001662,24,1,0,1,Véhicule,Secondaire,Divorcé(e),3,1
32,M,Dakar,1,Commerçant,Vente tissus,455126,3,3122762,24,63,0,0,Caution,Secondaire,Marié(e),2,0
41,M,Kaolack,0,Fonctionnaire,Police/Gendarmerie,334730,15,4961882,18,64,0,1,Salaire,Secondaire,Marié(e),0,0
29,M,Saint-Louis,1,Commerçant,Vêtements,1079500,7,20352919,12,12,1,1,Stock,Secondaire,Marié(e),3,0
27,F,Saint-Louis,1,Commerçant,Artisanat,304671,6,3584133,36,12,0,1,Caution,Secondaire,Célibataire,2,0
36,M,Fatick,1,Commerçant,Vente tissus,505708,8,1848532,12,41,0,1,Immobilier,Secondaire,Célibataire,3,0
35,M,Saint-Louis,1,Fonctionnaire,Justice,443305,13,5029285,48,16,0,1,Salaire,Supérieur,Marié(e),1,0
40,M,Dakar,1,Commerçant,Électronique,729255,15,12559898,24,38,0,1,Stock,Secondaire,Marié(e),3,0
31,M,Dakar,1,Fonctionnaire,Santé,297154,1,2479338,24,0,1,1,Salaire,Secondaire,Célibataire,4,0
18,M,Kédougou,0,Fonctionnaire,Douanes,460123,0,2700225,6,0,0,1,Salaire,Supérieur,Marié(e),1,0
29,M,Sédhiou,1,Fonctionnaire,Impôts,376577,7,4757632,18,2,0,0,Véhicule,Supérieur,Marié(e),2,0
44,M,Kolda,1,Commerçant,Transport,202132,20,2387462,18,14,1,1,Caution,Primaire,Marié(e),2,1
31,F,Thiès,0,Fonctionnaire,Collectivités locales,629885,10,3383465,12,46,0,1,Véhicule,Secondaire,Marié(e),1,0
32,M,Matam,1,Commerçant,Vente tissus,698714,9,13339634,6,20,0,1,Véhicule,Supérieur,Marié(e),7,0
46,F,Kolda,1,Commerçant,Vêtements,585061,24,11154637,12,17,0,1,Immobilier,Supérieur,Marié(e),0,0
26,M,Kaffrine,1,Commerçant,Vêtements,313184,5,2695541,6,10,0,1,Caution,Primaire,Célibataire,0,1
18,M,Fatick,1,Fonctionnaire,Douanes,493448,0,1859330,12,0,0,1,Salaire,Secondaire,Divorcé(e),2,0
33,M,Saint-Louis,0,Commerçant,Cosmétiques,107141,10,1430781,6,34,0,1,Caution,Primaire,Célibataire,0,0
29,F,Diourbel,0,Commerçant,Transport,627523,4,4838253,24,20,0,1,Immobilier,Supérieur,Marié(e),0,0
23,M,Dakar,1,Fonctionnaire,Santé,395470,1,1501308,24,60,0,0,Salaire,Supérieur,Marié(e),2,0
32,M,Thiès,0,Commerçant,Vente tissus,335352,11,6053947,36,13,0,1,Stock,Secondaire,Célibataire,3,0
40,M,Fatick,1,Commerçant,Vente tissus,345832,15,6904914,12,12,0,1,Caution,Secondaire,Marié(e),4,0
34,M,Louga,1,Fonctionnaire,Impôts,338503,12,2438868,24,87,0,1,Salaire,Supérieur,Célibataire,3,1
38,M,Ziguinchor,1,Fonctionnaire,Justice,292977,15,3497253,18,3,0,1,Salaire,Secondaire,Célibataire,3,0
56,F,Diourbel,1,Commerçant,Artisanat,1099311,30,3500067,24,6,0,1,Véhicule,Primaire,Marié(e),6,0
30,M,Dakar,1,Commerçant,Alimentaire,1065872,9,9224800,18,16,0,0,Immobilier,Secondaire,Marié(e),1,0
38,F,Dakar,1,Fonctionnaire,Justice,581693,15,2504200,24,17,0,1,Salaire,Primaire,Marié(e),1,0
28,M,Saint-Louis,1,Commerçant,Restauration,414217,6,1241117,6,19,0,1,Stock,Secondaire,Marié(e),5,0
24,F,Diourbel,1,Commerçant,Alimentaire,358147,1,4512021,6,5,0,1,Caution,Secondaire,Marié(e),1,0
27,F,Tambacounda,1,Fonctionnaire,Police/Gendarmerie,640930,3,8091338,6,62,0,0,Salaire,Primaire,Marié(e),1,0
29,M,Dakar,1,Commerçant,Vêtements,830919,4,8436706,12,29,0,0,Véhicule,Primaire,Célibataire,1,0
39,F,Sédhiou,1,Commerçant,Alimentaire,540534,17,6181127,18,7,0,1,Immobilier,Secondaire,Célibataire,3,1
63,F,Thiès,0,Commerçant,Commerce général,287395,39,1975306,24,8,0,1,Caution,Supérieur,Marié(e),0,0
26,M,Kaffrine,1,Commerçant,Vêtements,364522,3,5560772,24,50,1,1,Caution,Primaire,Marié(e),1,0
30,M,Kaolack,1,Fonctionnaire,Administration,453083,8,3322402,12,11,0,1,Immobilier,Supérieur,Célibataire,0,0
34,F,Dakar,1,Commerçant,Alimentaire,496635,12,1596672,24,19,0,1,Stock,Secondaire,Marié(e),0,0
